WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stderr.log': Exception 
calling "Delete" with "1" argument(s): "The process cannot access the file 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stderr.log' because it is 
being used by another process."
WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stdout.log': Exception 
THERMAL gpu_temp_c=69 records=416 errors=0
THERMAL gpu_temp_c=69 records=416 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=67 records=420 errors=0
THERMAL gpu_temp_c=66 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=68 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=69 records=420 errors=0
THERMAL gpu_temp_c=68 records=424 errors=0
THERMAL gpu_temp_c=67 records=424 errors=0
THERMAL gpu_temp_c=71 records=424 errors=0
THERMAL gpu_temp_c=68 records=424 errors=0
THERMAL gpu_temp_c=68 records=424 errors=0
THERMAL gpu_temp_c=69 records=424 errors=0
THERMAL gpu_temp_c=69 records=424 errors=0
THERMAL gpu_temp_c=69 records=424 errors=0
THERMAL gpu_temp_c=69 records=424 errors=0
THERMAL gpu_temp_c=69 records=424 errors=0
THERMAL gpu_temp_c=69 records=424 errors=0
THERMAL gpu_temp_c=69 records=428 errors=0
THERMAL gpu_temp_c=66 records=428 errors=0
THERMAL gpu_temp_c=65 records=428 errors=0
THERMAL gpu_temp_c=68 records=428 errors=0
THERMAL gpu_temp_c=68 records=428 errors=0
THERMAL gpu_temp_c=69 records=428 errors=0
THERMAL gpu_temp_c=68 records=428 errors=0
THERMAL gpu_temp_c=69 records=428 errors=0
THERMAL gpu_temp_c=69 records=428 errors=0
THERMAL gpu_temp_c=69 records=428 errors=0
THERMAL gpu_temp_c=69 records=428 errors=0
THERMAL gpu_temp_c=68 records=432 errors=0
THERMAL gpu_temp_c=67 records=432 errors=0
THERMAL gpu_temp_c=72 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=69 records=432 errors=0
THERMAL gpu_temp_c=68 records=436 errors=0
THERMAL gpu_temp_c=67 records=436 errors=0
THERMAL gpu_temp_c=72 records=436 errors=0
THERMAL gpu_temp_c=69 records=436 errors=0
THERMAL gpu_temp_c=69 records=436 errors=0
THERMAL gpu_temp_c=69 records=436 errors=0
THERMAL gpu_temp_c=68 records=436 errors=0
THERMAL gpu_temp_c=68 records=436 errors=0
THERMAL gpu_temp_c=69 records=436 errors=0
THERMAL gpu_temp_c=69 records=436 errors=0
THERMAL gpu_temp_c=69 records=436 errors=0
THERMAL gpu_temp_c=67 records=440 errors=0
THERMAL gpu_temp_c=66 records=440 errors=0
THERMAL gpu_temp_c=69 records=440 errors=0
THERMAL gpu_temp_c=68 records=440 errors=0
THERMAL gpu_temp_c=68 records=440 errors=0
THERMAL gpu_temp_c=68 records=440 errors=0
THERMAL gpu_temp_c=69 records=440 errors=0
THERMAL gpu_temp_c=69 records=440 errors=0
THERMAL gpu_temp_c=69 records=440 errors=0
THERMAL gpu_temp_c=69 records=440 errors=0
THERMAL gpu_temp_c=67 records=444 errors=0
THERMAL gpu_temp_c=66 records=444 errors=0
THERMAL gpu_temp_c=69 records=444 errors=0
THERMAL gpu_temp_c=68 records=444 errors=0
THERMAL gpu_temp_c=68 records=444 errors=0
THERMAL gpu_temp_c=68 records=444 errors=0
THERMAL gpu_temp_c=69 records=444 errors=0
THERMAL gpu_temp_c=69 records=444 errors=0
THERMAL gpu_temp_c=69 records=444 errors=0
THERMAL gpu_temp_c=69 records=444 errors=0
THERMAL gpu_temp_c=68 records=448 errors=0
THERMAL gpu_temp_c=67 records=448 errors=0
THERMAL gpu_temp_c=65 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=68 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=69 records=448 errors=0
THERMAL gpu_temp_c=67 records=452 errors=0
THERMAL gpu_temp_c=66 records=452 errors=0
THERMAL gpu_temp_c=71 records=452 errors=0
THERMAL gpu_temp_c=69 records=452 errors=0
THERMAL gpu_temp_c=69 records=452 errors=0
THERMAL gpu_temp_c=69 records=452 errors=0
THERMAL gpu_temp_c=68 records=452 errors=0
THERMAL gpu_temp_c=69 records=452 errors=0
THERMAL gpu_temp_c=69 records=452 errors=0
THERMAL gpu_temp_c=69 records=452 errors=0
THERMAL gpu_temp_c=68 records=456 errors=0
THERMAL gpu_temp_c=66 records=456 errors=0
THERMAL gpu_temp_c=66 records=456 errors=0
THERMAL gpu_temp_c=68 records=456 errors=0
THERMAL gpu_temp_c=68 records=456 errors=0
THERMAL gpu_temp_c=68 records=456 errors=0
THERMAL gpu_temp_c=69 records=456 errors=0
THERMAL gpu_temp_c=69 records=456 errors=0
THERMAL gpu_temp_c=68 records=456 errors=0
THERMAL gpu_temp_c=69 records=456 errors=0
THERMAL gpu_temp_c=69 records=456 errors=0
THERMAL gpu_temp_c=68 records=460 errors=0
THERMAL gpu_temp_c=66 records=460 errors=0
THERMAL gpu_temp_c=65 records=460 errors=0
THERMAL gpu_temp_c=68 records=460 errors=0
THERMAL gpu_temp_c=68 records=460 errors=0
THERMAL gpu_temp_c=68 records=460 errors=0
THERMAL gpu_temp_c=69 records=460 errors=0
THERMAL gpu_temp_c=68 records=460 errors=0
THERMAL gpu_temp_c=69 records=460 errors=0
THERMAL gpu_temp_c=69 records=460 errors=0
THERMAL gpu_temp_c=68 records=464 errors=0
THERMAL gpu_temp_c=66 records=464 errors=0
THERMAL gpu_temp_c=66 records=464 errors=0
THERMAL gpu_temp_c=68 records=464 errors=0
THERMAL gpu_temp_c=68 records=464 errors=0
THERMAL gpu_temp_c=68 records=464 errors=0
THERMAL gpu_temp_c=68 records=464 errors=0
THERMAL gpu_temp_c=69 records=464 errors=0
THERMAL gpu_temp_c=69 records=464 errors=0
THERMAL gpu_temp_c=69 records=464 errors=0
THERMAL gpu_temp_c=69 records=464 errors=0
THERMAL gpu_temp_c=67 records=468 errors=0
THERMAL gpu_temp_c=66 records=468 errors=0
THERMAL gpu_temp_c=69 records=468 errors=0
THERMAL gpu_temp_c=68 records=468 errors=0
THERMAL gpu_temp_c=68 records=468 errors=0
THERMAL gpu_temp_c=69 records=468 errors=0
THERMAL gpu_temp_c=69 records=468 errors=0
THERMAL gpu_temp_c=69 records=468 errors=0
THERMAL gpu_temp_c=69 records=468 errors=0
THERMAL gpu_temp_c=69 records=468 errors=0
THERMAL gpu_temp_c=68 records=472 errors=0
THERMAL gpu_temp_c=66 records=472 errors=0
THERMAL gpu_temp_c=69 records=472 errors=0
THERMAL gpu_temp_c=69 records=472 errors=0
THERMAL gpu_temp_c=69 records=472 errors=0
THERMAL gpu_temp_c=68 records=472 errors=0
THERMAL gpu_temp_c=70 records=472 errors=0
THERMAL gpu_temp_c=69 records=472 errors=0
THERMAL gpu_temp_c=69 records=472 errors=0
THERMAL gpu_temp_c=69 records=472 errors=0
THERMAL gpu_temp_c=68 records=476 errors=0
THERMAL gpu_temp_c=67 records=476 errors=0
THERMAL gpu_temp_c=65 records=476 errors=0
THERMAL gpu_temp_c=68 records=476 errors=0
THERMAL gpu_temp_c=68 records=476 errors=0
THERMAL gpu_temp_c=68 records=476 errors=0
THERMAL gpu_temp_c=68 records=476 errors=0
THERMAL gpu_temp_c=69 records=476 errors=0
THERMAL gpu_temp_c=69 records=476 errors=0
THERMAL gpu_temp_c=69 records=476 errors=0
THERMAL gpu_temp_c=69 records=476 errors=0
THERMAL gpu_temp_c=68 records=480 errors=0
THERMAL gpu_temp_c=66 records=480 errors=0
THERMAL gpu_temp_c=72 records=480 errors=0
THERMAL gpu_temp_c=68 records=480 errors=0
THERMAL gpu_temp_c=68 records=480 errors=0
THERMAL gpu_temp_c=69 records=480 errors=0
THERMAL gpu_temp_c=69 records=480 errors=0
THERMAL gpu_temp_c=69 records=480 errors=0
THERMAL gpu_temp_c=68 records=480 errors=0
THERMAL gpu_temp_c=69 records=480 errors=0
THERMAL gpu_temp_c=69 records=480 errors=0
THERMAL gpu_temp_c=67 records=484 errors=0
THERMAL gpu_temp_c=66 records=484 errors=0
THERMAL gpu_temp_c=71 records=484 errors=0
THERMAL gpu_temp_c=69 records=484 errors=0
THERMAL gpu_temp_c=68 records=484 errors=0
THERMAL gpu_temp_c=68 records=484 errors=0
THERMAL gpu_temp_c=69 records=484 errors=0
THERMAL gpu_temp_c=69 records=484 errors=0
THERMAL gpu_temp_c=69 records=484 errors=0
THERMAL gpu_temp_c=69 records=484 errors=0
THERMAL gpu_temp_c=67 records=488 errors=0
THERMAL gpu_temp_c=65 records=488 errors=0
THERMAL gpu_temp_c=69 records=488 errors=0
THERMAL gpu_temp_c=69 records=488 errors=0
THERMAL gpu_temp_c=68 records=488 errors=0
THERMAL gpu_temp_c=69 records=488 errors=0
THERMAL gpu_temp_c=69 records=488 errors=0
THERMAL gpu_temp_c=68 records=488 errors=0
THERMAL gpu_temp_c=69 records=488 errors=0
THERMAL gpu_temp_c=69 records=488 errors=0
THERMAL gpu_temp_c=68 records=492 errors=0
THERMAL gpu_temp_c=66 records=492 errors=0
THERMAL gpu_temp_c=72 records=492 errors=0
THERMAL gpu_temp_c=68 records=492 errors=0
THERMAL gpu_temp_c=68 records=492 errors=0
THERMAL gpu_temp_c=68 records=492 errors=0
THERMAL gpu_temp_c=69 records=492 errors=0
THERMAL gpu_temp_c=69 records=492 errors=0
THERMAL gpu_temp_c=69 records=492 errors=0
THERMAL gpu_temp_c=69 records=492 errors=0
THERMAL gpu_temp_c=69 records=492 errors=0
THERMAL gpu_temp_c=67 records=496 errors=0
THERMAL gpu_temp_c=65 records=496 errors=0
THERMAL gpu_temp_c=68 records=496 errors=0
THERMAL gpu_temp_c=68 records=496 errors=0
THERMAL gpu_temp_c=69 records=496 errors=0
THERMAL gpu_temp_c=69 records=496 errors=0
THERMAL gpu_temp_c=68 records=496 errors=0
THERMAL gpu_temp_c=69 records=496 errors=0
THERMAL gpu_temp_c=70 records=496 errors=0
THERMAL gpu_temp_c=68 records=500 errors=0
THERMAL gpu_temp_c=66 records=500 errors=0
THERMAL gpu_temp_c=66 records=500 errors=0
THERMAL gpu_temp_c=68 records=500 errors=0
THERMAL gpu_temp_c=68 records=500 errors=0
THERMAL gpu_temp_c=68 records=500 errors=0
THERMAL gpu_temp_c=69 records=500 errors=0
THERMAL gpu_temp_c=69 records=500 errors=0
THERMAL gpu_temp_c=69 records=500 errors=0
THERMAL gpu_temp_c=69 records=500 errors=0
THERMAL gpu_temp_c=69 records=500 errors=0
THERMAL gpu_temp_c=68 records=504 errors=0
THERMAL gpu_temp_c=66 records=504 errors=0
THERMAL gpu_temp_c=71 records=504 errors=0
THERMAL gpu_temp_c=68 records=504 errors=0
THERMAL gpu_temp_c=68 records=504 errors=0
THERMAL gpu_temp_c=68 records=504 errors=0
THERMAL gpu_temp_c=69 records=504 errors=0
THERMAL gpu_temp_c=69 records=504 errors=0
THERMAL gpu_temp_c=69 records=504 errors=0
THERMAL gpu_temp_c=69 records=504 errors=0
THERMAL gpu_temp_c=68 records=508 errors=0
THERMAL gpu_temp_c=67 records=508 errors=0
THERMAL gpu_temp_c=72 records=508 errors=0
THERMAL gpu_temp_c=69 records=508 errors=0
THERMAL gpu_temp_c=68 records=508 errors=0
THERMAL gpu_temp_c=68 records=508 errors=0
THERMAL gpu_temp_c=69 records=508 errors=0
THERMAL gpu_temp_c=69 records=508 errors=0
THERMAL gpu_temp_c=69 records=508 errors=0
THERMAL gpu_temp_c=69 records=508 errors=0
THERMAL gpu_temp_c=68 records=512 errors=0
THERMAL gpu_temp_c=66 records=512 errors=0
THERMAL gpu_temp_c=71 records=512 errors=0
THERMAL gpu_temp_c=68 records=512 errors=0
THERMAL gpu_temp_c=68 records=512 errors=0
THERMAL gpu_temp_c=69 records=512 errors=0
THERMAL gpu_temp_c=68 records=512 errors=0
THERMAL gpu_temp_c=69 records=512 errors=0
THERMAL gpu_temp_c=69 records=512 errors=0
THERMAL gpu_temp_c=69 records=512 errors=0
THERMAL gpu_temp_c=68 records=512 errors=0
THERMAL gpu_temp_c=68 records=516 errors=0
THERMAL gpu_temp_c=67 records=516 errors=0
THERMAL gpu_temp_c=72 records=516 errors=0
THERMAL gpu_temp_c=69 records=516 errors=0
THERMAL gpu_temp_c=68 records=516 errors=0
THERMAL gpu_temp_c=68 records=516 errors=0
THERMAL gpu_temp_c=69 records=516 errors=0
THERMAL gpu_temp_c=69 records=516 errors=0
THERMAL gpu_temp_c=69 records=516 errors=0
THERMAL gpu_temp_c=69 records=516 errors=0
THERMAL gpu_temp_c=69 records=520 errors=0
THERMAL gpu_temp_c=66 records=520 errors=0
THERMAL gpu_temp_c=65 records=520 errors=0
THERMAL gpu_temp_c=69 records=520 errors=0
THERMAL gpu_temp_c=69 records=520 errors=0
THERMAL gpu_temp_c=68 records=520 errors=0
THERMAL gpu_temp_c=68 records=520 errors=0
THERMAL gpu_temp_c=69 records=520 errors=0
THERMAL gpu_temp_c=69 records=520 errors=0
THERMAL gpu_temp_c=68 records=520 errors=0
THERMAL gpu_temp_c=68 records=524 errors=0
THERMAL gpu_temp_c=67 records=524 errors=0
THERMAL gpu_temp_c=65 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=68 records=524 errors=0
THERMAL gpu_temp_c=68 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=69 records=524 errors=0
THERMAL gpu_temp_c=67 records=528 errors=0
THERMAL gpu_temp_c=66 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=68 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=69 records=528 errors=0
THERMAL gpu_temp_c=68 records=532 errors=0
THERMAL gpu_temp_c=66 records=532 errors=0
THERMAL gpu_temp_c=71 records=532 errors=0
THERMAL gpu_temp_c=68 records=532 errors=0
THERMAL gpu_temp_c=69 records=532 errors=0
THERMAL gpu_temp_c=68 records=532 errors=0
THERMAL gpu_temp_c=68 records=532 errors=0
THERMAL gpu_temp_c=69 records=532 errors=0
THERMAL gpu_temp_c=69 records=532 errors=0
THERMAL gpu_temp_c=69 records=532 errors=0
THERMAL gpu_temp_c=68 records=536 errors=0
THERMAL gpu_temp_c=66 records=536 errors=0
THERMAL gpu_temp_c=71 records=536 errors=0
THERMAL gpu_temp_c=68 records=536 errors=0
THERMAL gpu_temp_c=68 records=536 errors=0
THERMAL gpu_temp_c=69 records=536 errors=0
THERMAL gpu_temp_c=68 records=536 errors=0
THERMAL gpu_temp_c=69 records=536 errors=0
THERMAL gpu_temp_c=69 records=536 errors=0
THERMAL gpu_temp_c=69 records=536 errors=0
THERMAL gpu_temp_c=68 records=540 errors=0
THERMAL gpu_temp_c=66 records=540 errors=0
THERMAL gpu_temp_c=66 records=540 errors=0
THERMAL gpu_temp_c=69 records=540 errors=0
THERMAL gpu_temp_c=68 records=540 errors=0
THERMAL gpu_temp_c=68 records=540 errors=0
THERMAL gpu_temp_c=69 records=540 errors=0
THERMAL gpu_temp_c=69 records=540 errors=0
THERMAL gpu_temp_c=69 records=540 errors=0
THERMAL gpu_temp_c=69 records=540 errors=0
THERMAL gpu_temp_c=70 records=540 errors=0
THERMAL gpu_temp_c=68 records=544 errors=0
THERMAL gpu_temp_c=66 records=544 errors=0
THERMAL gpu_temp_c=66 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=68 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=69 records=544 errors=0
THERMAL gpu_temp_c=68 records=548 errors=0
THERMAL gpu_temp_c=66 records=548 errors=0
THERMAL gpu_temp_c=71 records=548 errors=0
THERMAL gpu_temp_c=69 records=548 errors=0
THERMAL gpu_temp_c=68 records=548 errors=0
THERMAL gpu_temp_c=69 records=548 errors=0
THERMAL gpu_temp_c=68 records=548 errors=0
THERMAL gpu_temp_c=69 records=548 errors=0
THERMAL gpu_temp_c=69 records=548 errors=0
THERMAL gpu_temp_c=69 records=548 errors=0
THERMAL gpu_temp_c=67 records=552 errors=0
THERMAL gpu_temp_c=65 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=68 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=69 records=552 errors=0
THERMAL gpu_temp_c=68 records=556 errors=0
THERMAL gpu_temp_c=66 records=556 errors=0
THERMAL gpu_temp_c=71 records=556 errors=0
THERMAL gpu_temp_c=68 records=556 errors=0
THERMAL gpu_temp_c=68 records=556 errors=0
THERMAL gpu_temp_c=68 records=556 errors=0
THERMAL gpu_temp_c=69 records=556 errors=0
THERMAL gpu_temp_c=69 records=556 errors=0
THERMAL gpu_temp_c=69 records=556 errors=0
THERMAL gpu_temp_c=70 records=556 errors=0
THERMAL gpu_temp_c=68 records=560 errors=0
THERMAL gpu_temp_c=67 records=560 errors=0
THERMAL gpu_temp_c=72 records=560 errors=0
THERMAL gpu_temp_c=68 records=560 errors=0
THERMAL gpu_temp_c=69 records=560 errors=0
THERMAL gpu_temp_c=69 records=560 errors=0
THERMAL gpu_temp_c=69 records=560 errors=0
THERMAL gpu_temp_c=69 records=560 errors=0
THERMAL gpu_temp_c=70 records=560 errors=0
THERMAL gpu_temp_c=69 records=560 errors=0
THERMAL gpu_temp_c=69 records=560 errors=0
THERMAL gpu_temp_c=68 records=564 errors=0
THERMAL gpu_temp_c=67 records=564 errors=0
THERMAL gpu_temp_c=75 records=564 errors=0
THERMAL_STOP gpu_temp_c=75 records=564
COOLDOWN gpu_temp_c=72 time=2026-08-27T12:36:55.8710693+07:00
WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stderr.log': Exception 
calling "Delete" with "1" argument(s): "The process cannot access the file 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stderr.log' because it is 
being used by another process."
FULL_EXTRACTION_START pid=21680 records=564
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=70 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=70 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=69 records=564 errors=0
THERMAL gpu_temp_c=68 records=568 errors=0
THERMAL gpu_temp_c=67 records=568 errors=0
THERMAL gpu_temp_c=66 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=69 records=568 errors=0
THERMAL gpu_temp_c=68 records=572 errors=0
THERMAL gpu_temp_c=66 records=572 errors=0
THERMAL gpu_temp_c=73 records=572 errors=0
THERMAL gpu_temp_c=68 records=572 errors=0
THERMAL gpu_temp_c=69 records=572 errors=0
THERMAL gpu_temp_c=68 records=572 errors=0
THERMAL gpu_temp_c=69 records=572 errors=0
THERMAL gpu_temp_c=69 records=572 errors=0
THERMAL gpu_temp_c=69 records=572 errors=0
THERMAL gpu_temp_c=70 records=572 errors=0
THERMAL gpu_temp_c=67 records=576 errors=0
THERMAL gpu_temp_c=65 records=576 errors=0
THERMAL gpu_temp_c=68 records=576 errors=0
THERMAL gpu_temp_c=69 records=576 errors=0
THERMAL gpu_temp_c=68 records=576 errors=0
THERMAL gpu_temp_c=69 records=576 errors=0
THERMAL gpu_temp_c=69 records=576 errors=0
THERMAL gpu_temp_c=69 records=576 errors=0
THERMAL gpu_temp_c=69 records=576 errors=0
THERMAL gpu_temp_c=68 records=580 errors=0
THERMAL gpu_temp_c=66 records=580 errors=0
THERMAL gpu_temp_c=70 records=580 errors=0
THERMAL gpu_temp_c=69 records=580 errors=0
THERMAL gpu_temp_c=68 records=580 errors=0
THERMAL gpu_temp_c=69 records=580 errors=0
THERMAL gpu_temp_c=68 records=580 errors=0
THERMAL gpu_temp_c=69 records=580 errors=0
THERMAL gpu_temp_c=69 records=580 errors=0
THERMAL gpu_temp_c=69 records=580 errors=0
THERMAL gpu_temp_c=68 records=584 errors=0
THERMAL gpu_temp_c=66 records=584 errors=0
THERMAL gpu_temp_c=72 records=584 errors=0
THERMAL gpu_temp_c=68 records=584 errors=0
THERMAL gpu_temp_c=69 records=584 errors=0
THERMAL gpu_temp_c=69 records=584 errors=0
THERMAL gpu_temp_c=69 records=584 errors=0
THERMAL gpu_temp_c=69 records=584 errors=0
THERMAL gpu_temp_c=69 records=584 errors=0
THERMAL gpu_temp_c=70 records=584 errors=0
THERMAL gpu_temp_c=67 records=588 errors=0
THERMAL gpu_temp_c=65 records=588 errors=0
THERMAL gpu_temp_c=69 records=588 errors=0
THERMAL gpu_temp_c=68 records=588 errors=0
THERMAL gpu_temp_c=68 records=588 errors=0
THERMAL gpu_temp_c=69 records=588 errors=0
THERMAL gpu_temp_c=68 records=588 errors=0
THERMAL gpu_temp_c=69 records=588 errors=0
THERMAL gpu_temp_c=69 records=588 errors=0
THERMAL gpu_temp_c=69 records=588 errors=0
THERMAL gpu_temp_c=67 records=592 errors=0
THERMAL gpu_temp_c=66 records=592 errors=0
THERMAL gpu_temp_c=71 records=592 errors=0
THERMAL gpu_temp_c=69 records=592 errors=0
THERMAL gpu_temp_c=68 records=592 errors=0
THERMAL gpu_temp_c=69 records=592 errors=0
THERMAL gpu_temp_c=69 records=592 errors=0
THERMAL gpu_temp_c=69 records=592 errors=0
THERMAL gpu_temp_c=69 records=592 errors=0
THERMAL gpu_temp_c=70 records=592 errors=0
THERMAL gpu_temp_c=67 records=596 errors=0
THERMAL gpu_temp_c=65 records=596 errors=0
THERMAL gpu_temp_c=68 records=596 errors=0
THERMAL gpu_temp_c=68 records=596 errors=0
THERMAL gpu_temp_c=69 records=596 errors=0
THERMAL gpu_temp_c=69 records=596 errors=0
THERMAL gpu_temp_c=69 records=596 errors=0
THERMAL gpu_temp_c=69 records=596 errors=0
THERMAL gpu_temp_c=69 records=596 errors=0
THERMAL gpu_temp_c=67 records=600 errors=0
THERMAL gpu_temp_c=65 records=600 errors=0
THERMAL gpu_temp_c=70 records=600 errors=0
THERMAL gpu_temp_c=68 records=600 errors=0
THERMAL gpu_temp_c=68 records=600 errors=0
THERMAL gpu_temp_c=69 records=600 errors=0
THERMAL gpu_temp_c=69 records=600 errors=0
THERMAL gpu_temp_c=69 records=600 errors=0
THERMAL gpu_temp_c=69 records=600 errors=0
THERMAL gpu_temp_c=69 records=604 errors=0
THERMAL gpu_temp_c=66 records=604 errors=0
THERMAL gpu_temp_c=65 records=604 errors=0
THERMAL gpu_temp_c=68 records=604 errors=0
THERMAL gpu_temp_c=69 records=604 errors=0
THERMAL gpu_temp_c=68 records=604 errors=0
THERMAL gpu_temp_c=68 records=604 errors=0
THERMAL gpu_temp_c=69 records=604 errors=0
THERMAL gpu_temp_c=68 records=604 errors=0
THERMAL gpu_temp_c=69 records=604 errors=0
THERMAL gpu_temp_c=68 records=608 errors=0
THERMAL gpu_temp_c=66 records=608 errors=0
THERMAL gpu_temp_c=70 records=608 errors=0
THERMAL gpu_temp_c=69 records=608 errors=0
THERMAL gpu_temp_c=68 records=608 errors=0
THERMAL gpu_temp_c=68 records=608 errors=0
THERMAL gpu_temp_c=68 records=608 errors=0
THERMAL gpu_temp_c=69 records=608 errors=0
THERMAL gpu_temp_c=68 records=608 errors=0
THERMAL gpu_temp_c=69 records=608 errors=0
THERMAL gpu_temp_c=68 records=612 errors=0
THERMAL gpu_temp_c=66 records=612 errors=0
THERMAL gpu_temp_c=70 records=612 errors=0
THERMAL gpu_temp_c=68 records=612 errors=0
THERMAL gpu_temp_c=68 records=612 errors=0
THERMAL gpu_temp_c=68 records=612 errors=0
THERMAL gpu_temp_c=68 records=612 errors=0
THERMAL gpu_temp_c=68 records=612 errors=0
THERMAL gpu_temp_c=69 records=612 errors=0
THERMAL gpu_temp_c=69 records=612 errors=0
THERMAL gpu_temp_c=68 records=616 errors=0
THERMAL gpu_temp_c=66 records=616 errors=0
THERMAL gpu_temp_c=65 records=616 errors=0
THERMAL gpu_temp_c=68 records=616 errors=0
THERMAL gpu_temp_c=69 records=616 errors=0
THERMAL gpu_temp_c=68 records=616 errors=0
THERMAL gpu_temp_c=68 records=616 errors=0
THERMAL gpu_temp_c=68 records=616 errors=0
THERMAL gpu_temp_c=68 records=616 errors=0
THERMAL gpu_temp_c=69 records=616 errors=0
THERMAL gpu_temp_c=69 records=616 errors=0
THERMAL gpu_temp_c=67 records=620 errors=0
THERMAL gpu_temp_c=65 records=620 errors=0
THERMAL gpu_temp_c=68 records=620 errors=0
THERMAL gpu_temp_c=68 records=620 errors=0
THERMAL gpu_temp_c=68 records=620 errors=0
THERMAL gpu_temp_c=68 records=620 errors=0
THERMAL gpu_temp_c=68 records=620 errors=0
THERMAL gpu_temp_c=69 records=620 errors=0
THERMAL gpu_temp_c=69 records=620 errors=0
THERMAL gpu_temp_c=69 records=620 errors=0
THERMAL gpu_temp_c=67 records=624 errors=0
THERMAL gpu_temp_c=65 records=624 errors=0
THERMAL gpu_temp_c=68 records=624 errors=0
THERMAL gpu_temp_c=68 records=624 errors=0
THERMAL gpu_temp_c=68 records=624 errors=0
THERMAL gpu_temp_c=69 records=624 errors=0
THERMAL gpu_temp_c=69 records=624 errors=0
THERMAL gpu_temp_c=69 records=624 errors=0
